date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:18	3309/3309	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Nov%202023%2010:23:09%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/css/worktime-grid.css	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/css/worktime-grid.css	(from https://tweem.com/)
10:52:18	20106/20106	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://tweem.com/)
10:52:19	88145/88145	---M--	200	added ('OK')	text/javascript	date:Mon,%2013%20May%202019%2014:37:17%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js	(from https://tweem.com/)
10:52:19	21004/21004	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03fa9-520c%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	(from https://tweem.com/)
10:52:19	58072/58072	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e1d98d47689e00f8ecbc5d9f61bdb42e%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/maxcdn.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	(from https://tweem.com/)
10:52:21	2039/2039	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Nov%202023%2015:52:20%20GMT	http://js.hs-scripts.com/6580940.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/js.hs-scripts.com/6580940.js	(from https://tweem.com/)
10:52:21	219437/219437	---M-Z	200	added ('OK')	application/javascript	etag:%226553510e-14863%22	https://mc.yandex.ru/metrika/tag.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/mc.yandex.ru/metrika/tag.js	(from https://tweem.com/)
10:52:21	78093/78093	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:20%20GMT	https://tweem.com/en	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/en.html	(from https://tweem.com/)
10:52:21	1625/1625	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/images/preloader.svg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/images/preloader.svg	(from https://tweem.com/)
10:52:22	3162/3162	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/images/logo-tweem-blanco.svg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/images/logo-tweem-blanco.svg	(from https://tweem.com/)
10:52:22	49520/49520	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:21%20GMT	https://tweem.com/que-es-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/que-es-tweem.html	(from https://tweem.com/)
10:52:22	74507/74507	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:21%20GMT	https://tweem.com/funcionalidades-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-tweem.html	(from https://tweem.com/)
10:52:22	47989/47989	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:22%20GMT	https://tweem.com/funcionalidades-registro-jornada	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-registro-jornada.html	(from https://tweem.com/)
10:52:23	46731/46731	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:22%20GMT	https://tweem.com/funcionalidades-documentos	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-documentos.html	(from https://tweem.com/)
10:52:23	48291/48291	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:22%20GMT	https://tweem.com/funcionalidades-firma-documentos	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-firma-documentos.html	(from https://tweem.com/)
10:52:23	47299/47299	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:23%20GMT	https://tweem.com/funcionalidades-solicitudes	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-solicitudes.html	(from https://tweem.com/)
10:52:24	48008/48008	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:23%20GMT	https://tweem.com/funcionalidades-vacaciones	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-vacaciones.html	(from https://tweem.com/)
10:52:24	48295/48295	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:23%20GMT	https://tweem.com/funcionalidades-comunicacion-interna	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-comunicacion-interna.html	(from https://tweem.com/)
10:52:24	47789/47789	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:23%20GMT	https://tweem.com/funcionalidades-encuestas	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-encuestas.html	(from https://tweem.com/)
10:52:24	49170/49170	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:24%20GMT	https://tweem.com/funcionalidades-colaboracion	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-colaboracion.html	(from https://tweem.com/)
10:52:25	49823/49823	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:24%20GMT	https://tweem.com/funcionalidades-evaluacion-desempeno	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-evaluacion-desempeno.html	(from https://tweem.com/)
10:52:25	48344/48344	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:24%20GMT	https://tweem.com/funcionalidades-informes-personalizados	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-informes-personalizados.html	(from https://tweem.com/)
10:52:25	47934/47934	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:24%20GMT	https://tweem.com/funcionalidades-planificacion-proyectos	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-planificacion-proyectos.html	(from https://tweem.com/)
10:52:25	49264/49264	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:25%20GMT	https://tweem.com/funcionalidades-automatizacion-y-api-integracion	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-automatizacion-y-api-integracion.html	(from https://tweem.com/)
10:52:26	84298/84298	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:25%20GMT	https://tweem.com/tarifas-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/tarifas-tweem.html	(from https://tweem.com/)
10:52:26	62056/62056	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:25%20GMT	https://tweem.com/tweem-academy	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/tweem-academy.html	(from https://tweem.com/)
10:52:27	102363/102363	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:25%20GMT	https://tweem.com/home-blog	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/home-blog.html	(from https://tweem.com/)
10:52:27	48429/48429	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:26%20GMT	https://tweem.com/kit-digital-ayudas-empresa-digitalizacion-pyme.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/kit-digital-ayudas-empresa-digitalizacion-pyme.html	(from https://tweem.com/)
10:52:27	53073/53073	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:26%20GMT	https://tweem.com/formulario-comenzar-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/formulario-comenzar-tweem.html	(from https://tweem.com/)
10:52:28	17715/17715	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Aug%202021%2010:32:51%20GMT	https://tweem.com/dam/worktime/shap.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/shap.png	(from https://tweem.com/)
10:52:28	324865/324865	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Jan%202020%2012:49:53%20GMT	https://tweem.com/dam/worktime/hero-2.jpg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/hero-2.jpg	(from https://tweem.com/)
10:52:28	49943/49943	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:27%20GMT	https://tweem.com/contacto-partners	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/contacto-partners.html	(from https://tweem.com/)
10:52:28	51338/51338	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Apr%202020%2015:10:19%20GMT	https://tweem.com/dam/worktime/banner-acelera.jpg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/banner-acelera.jpg	(from https://tweem.com/)
10:52:29	140278/140278	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2011:29:51%20GMT	https://tweem.com/dam/worktime/feature-moc.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/feature-moc.png	(from https://tweem.com/)
10:52:30	160181/160181	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Oct%202023%2006:57:13%20GMT	https://tweem.com/dam/worktime/laptop-phone.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/laptop-phone.png	(from https://tweem.com/)
10:52:30	1592613/1592613	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2030%20Aug%202021%2010:32:15%20GMT	https://tweem.com/dam/worktime/waves-shape.svg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/waves-shape.svg	(from https://tweem.com/)
10:52:30	310099/310099	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Aug%202020%2009:06:30%20GMT	https://tweem.com/dam/worktime/book-cover-01.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/book-cover-01.png	(from https://tweem.com/)
10:52:30	18387/18387	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2008:38:52%20GMT	https://tweem.com/dam/worktime/google-play.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/google-play.png	(from https://tweem.com/)
10:52:30	17752/17752	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2008:39:49%20GMT	https://tweem.com/dam/worktime/app-store.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/app-store.png	(from https://tweem.com/)
10:52:31	199890/199890	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Oct%202023%2006:54:08%20GMT	https://tweem.com/dam/worktime/kiosco-worktime-home.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/kiosco-worktime-home.png	(from https://tweem.com/)
10:52:31	2464/2464	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2012%20Dec%202019%2008:46:05%20GMT	https://tweem.com/dam/worktime/tablet-icon-grey.svg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/tablet-icon-grey.svg	(from https://tweem.com/)
10:52:31	281550/281550	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Oct%202023%2007:04:01%20GMT	https://tweem.com/dam/worktime/desktop-home.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/desktop-home.png	(from https://tweem.com/)
10:52:31	3093/3093	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2015:52:31%20GMT	https://tweem.com/POST	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/POST	(from https://tweem.com/)
10:52:32	95141/95141	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:31%20GMT	https://tweem.com/detalle-noticia/dynacontent/beneficios-clave-de-la-planificacion-de-horarios-y-turnos-de-tweem-.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/beneficios-clave-de-la-planificacion-de-horarios-y-turnos-de-tweem-.html	(from https://tweem.com/)
10:52:32	94638/94638	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:31%20GMT	https://tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-2024-de-la-region-de-murcia-dias-festivos-nacionales-y-regionales.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/calendario-laboral-de-2024-de-la-region-de-murcia-dias-festivos-nacionales-y-regionales.html	(from https://tweem.com/)
10:52:32	39459/39459	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2015:52:31%20GMT	https://tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes-2023/beneficios-clave-de-la-planificacion-de-horarios-y-turnos.jpg/jcr:content/beneficios-clave-de-la-planificacion-de-horarios-y-turnos.jpg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes-2023/beneficios-clave-de-la-planificacion-de-horario/jcr_content/beneficios-clave-de-la-planificacion-de-horarios-y-turno	(from https://tweem.com/)
10:52:32	17753/17753	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2015:52:32%20GMT	https://tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes/2023/calendario-laboral-murcia-2024_700x394.jpg/jcr:content/calendario%20laboral%20murcia%202024_700x394.jpg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes/2023/calendario-laboral-murcia-2024_700x394.jpg/jcr_content/calendario%20laboral%20murcia%202024_700x394.jpg	(from https://tweem.com/)
10:52:33	95429/95429	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:32%20GMT	https://tweem.com/detalle-noticia/dynacontent/gestion-calendarios-turnos-tweem-semana-laboral.html	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/detalle-noticia/dynacontent/gestion-calendarios-turnos-tweem-semana-laboral.html	(from https://tweem.com/)
10:52:33	19968/19968	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2015:52:32%20GMT	https://tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes-2023/eric-rothermel-FoKO4DpXamQ-unsplash-min.jpg/jcr:content/eric-rothermel-FoKO4DpXamQ-unsplash-min.jpg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.imaging/mte/bootstrap-framework/half/dam/tweem-blog/imagenes-2023/eric-rothermel-FoKO4DpXamQ-unsplash-min.jpg/jcr_content/eric-rothermel-FoKO4DpXamQ-unsplash-min.jpg	(from https://tweem.com/)
10:52:33	3078/3078	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Mar%202020%2007:11:01%20GMT	https://tweem.com/dam/worktime/logo-tweem-color.svg	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/logo-tweem-color.svg	(from https://tweem.com/)
10:52:33	46272/46272	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:33%20GMT	https://tweem.com/funcionalidades-integracion	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/funcionalidades-integracion.html	(from https://tweem.com/)
10:52:34	59049/59049	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:33%20GMT	https://tweem.com/faqs-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/faqs-tweem.html	(from https://tweem.com/)
10:52:34	49178/49178	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:33%20GMT	https://tweem.com/contacto-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/contacto-tweem.html	(from https://tweem.com/)
10:52:34	41798/41798	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:33%20GMT	https://tweem.com/aviso-legal-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/aviso-legal-tweem.html	(from https://tweem.com/)
10:52:34	51078/51078	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:34%20GMT	https://tweem.com/politica-cookies-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/politica-cookies-tweem.html	(from https://tweem.com/)
10:52:35	75167/75167	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:34%20GMT	https://tweem.com/politica-privacidad-tweem	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/politica-privacidad-tweem.html	(from https://tweem.com/)
10:52:35	67663/67663	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Nov%202023%2015:52:34%20GMT	https://tweem.com/politica-de-uso-web	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/politica-de-uso-web.html	(from https://tweem.com/)
10:52:35	60244/60244	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Dec%202019%2010:12:40%20GMT	https://tweem.com/dam/worktime/cookies-img.png	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/dam/worktime/cookies-img.png	(from https://tweem.com/)
10:52:35	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/waypoints.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/waypoints.min.js	(from https://tweem.com/)
10:52:36	97162/97162	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery-1.12.4.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery-1.12.4.min.js	(from https://tweem.com/)
10:52:36	35601/35601	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/bootstrap.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/bootstrap.min.js	(from https://tweem.com/)
10:52:36	40401/40401	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/owl.carousel.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/owl.carousel.min.js	(from https://tweem.com/)
10:52:36	5010/5010	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/smooth-scroll.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/smooth-scroll.min.js	(from https://tweem.com/)
10:52:36	9786/9786	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/venobox.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/venobox.min.js	(from https://tweem.com/)
10:52:37	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery.counterup.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery.counterup.min.js	(from https://tweem.com/)
10:52:37	2381/2381	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery.ajaxchimp.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/jquery.ajaxchimp.min.js	(from https://tweem.com/)
10:52:37	8155/8155	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/wow.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/vendor/wow.min.js	(from https://tweem.com/)
10:52:37	4557/4557	---M--	200	added ('OK')	application/javascript	date:Sat,%2013%20May%202023%2021:27:26%20GMT	https://tweem.com/.resources/vbote-worktime-module/webresources/js/main.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/tweem.com/.resources/vbote-worktime-module/webresources/js/main.js	(from https://tweem.com/)
10:52:38	56863/56863	---M-Z	200	added ('OK')	application/javascript	etag:%2264cac444-3f5a%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.2/js/fontawesome.min.js	C:/Users/Tyron/Desktop/Pagina%20Clonada/clon/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.2/js/fontawesome.min.js	(from https://tweem.com/)
